3000, t942, 23, 11, 12, 778, 3000, 24
3000, t488, 22, 11, 11, 1924, 3000, 23
3000, t837, 23, 11, 12, 45, 3000, 24
3000, t1525, 24, 11, 13, 1344, 3000, 23
3000, t224, 20, 11, 10, 2116, 3000, 23
3000, t69, 18, 11, 8, 206, 3000, 22
3000, t677, 21, 11, 11, 426, 3000, 23
3000, t941, 22, 11, 12, 470, 3000, 23
3000, t562, 21, 11, 11, 675, 3000, 22
3000, t1827, 23, 11, 13, 2075, 3000, 23
3000, t825, 23, 11, 12, 39, 3000, 24
3000, t177, 20, 11, 9, 501, 3000, 23
3000, t1738, 23, 11, 13, 2492, 3000, 22
3000, t1387, 22, 11, 12, 2008, 3000, 22
3000, t312, 21, 11, 10, 877, 3000, 23
3000, t205, 21, 11, 10, 2020, 3000, 24
3000, t308, 20, 11, 10, 863, 3000, 22
3000, t1006, 22, 11, 12, 1188, 3000, 23
3000, t490, 21, 11, 11, 1061, 3000, 23
3000, t245, 21, 11, 10, 691, 3000, 24
3000, t1878, 24, 11, 13, 1856, 3000, 24
3000, t984, 22, 11, 12, 1601, 3000, 23
3000, t1337, 23, 11, 12, 1262, 3000, 24
3000, t407, 21, 11, 11, 1659, 3000, 22
3000, t20, 17, 11, 6, 1093, 3000, 23
3000, t1629, 23, 11, 13, 1686, 3000, 22
3000, t1151, 23, 11, 12, 1689, 3000, 23
3000, t103, 19, 11, 9, 298, 3000, 22
3000, t365, 20, 11, 10, 122, 3000, 23
3000, t658, 21, 11, 11, 497, 3000, 22
3000, t223, 21, 11, 10, 626, 3000, 24
3000, t621, 22, 11, 11, 683, 3000, 23
3000, t764, 21, 11, 11, 599, 3000, 22
3000, t722, 22, 11, 11, 162, 3000, 24
3000, t1866, 23, 11, 13, 2913, 3000, 22
3000, t578, 21, 11, 11, 2341, 3000, 22
3000, t832, 22, 11, 12, 184, 3000, 23
3000, t350, 21, 11, 10, 2752, 3000, 23
3000, t848, 23, 11, 12, 2459, 3000, 24
3000, t811, 23, 11, 12, 1069, 3000, 24
3000, t1668, 23, 11, 13, 2464, 3000, 23
3000, t615, 22, 11, 11, 506, 3000, 24
3000, t359, 21, 11, 11, 2801, 3000, 23
3000, t300, 20, 11, 10, 842, 3000, 22
3000, t976, 23, 11, 12, 1478, 3000, 24
3000, t588, 21, 11, 11, 2787, 3000, 22
3000, t9, 15, 11, 5, 24, 3000, 22
3000, t456, 22, 11, 11, 1149, 3000, 24
3000, t1120, 22, 11, 12, 1418, 3000, 23
3000, t693, 21, 11, 11, 1066, 3000, 22
